episode,potions_used,moving_avg_potions_used,min_potions_used_so_far,unique_combos_used
47241,5780,5788.6,5671,142
47242,5724,5787.64,5671,130
47243,5798,5788.26,5671,133
47244,5722,5786.72,5671,145
47245,5773,5786.8,5671,134
47246,5861,5789.2,5671,137
47247,5763,5788.72,5671,135
47248,5750,5788.8,5671,131
47249,5868,5789.36,5671,133
47250,5779,5789.76,5671,137
47251,5877,5791.58,5671,132
47252,5727,5789.98,5671,135
47253,5751,5789.56,5671,151
47254,5752,5790,5671,136
47255,5715,5787.68,5671,134
47256,5815,5788.5,5671,133
47257,5811,5789.14,5671,125
47258,5773,5790.28,5671,141
47259,5856,5793.28,5671,135
47260,5844,5795,5671,134
47261,5836,5795.52,5671,143
47262,5812,5796.06,5671,136
47263,5821,5796.02,5671,129
47264,5812,5796.44,5671,130
47265,5755,5793.72,5671,141
47266,5809,5794.58,5671,145
47267,5769,5793.52,5671,128
47268,5806,5794.02,5671,142
47269,5824,5794.96,5671,138
47270,5844,5796.08,5671,145
47271,5799,5795.48,5671,136
47272,5780,5795.54,5671,154
47273,5748,5795.36,5671,149
47274,5770,5794.26,5671,135
47275,5742,5792.8,5671,141
47276,5800,5793.2,5671,135
47277,5854,5795.24,5671,132
47278,5760,5795.52,5671,153
47279,5797,5796.16,5671,129
47280,5834,5797.36,5671,145
47281,5789,5796.38,5671,150
47282,5741,5795.82,5671,148
47283,5746,5794.32,5671,133
47284,5771,5792.84,5671,137
47285,5751,5790.4,5671,138
47286,5840,5791.22,5671,136
47287,5781,5789.84,5671,134
47288,5771,5789.28,5671,132
47289,5764,5788.38,5671,138
47290,5829,5789.88,5671,142
47291,5772,5789.72,5671,131
47292,5891,5793.06,5671,137
47293,5734,5791.78,5671,144
47294,5807,5793.48,5671,145
47295,5713,5792.28,5671,143
47296,5854,5792.14,5671,132
47297,5813,5793.14,5671,146
47298,5787,5793.88,5671,132
47299,5785,5792.22,5671,137
47300,5802,5792.68,5671,131
47301,5785,5790.84,5671,131
47302,5768,5791.66,5671,139
47303,5754,5791.72,5671,134
47304,5755,5791.78,5671,132
47305,5707,5791.62,5671,130
47306,5786,5791.04,5671,142
47307,5768,5790.18,5671,139
47308,5766,5790.04,5671,137
47309,5783,5788.58,5671,133
47310,5764,5786.98,5671,144
47311,5830,5786.86,5671,150
47312,5812,5786.86,5671,150
47313,5850,5787.44,5671,140
47314,5710,5785.4,5671,139
47315,5792,5786.14,5671,150
47316,5815,5786.26,5671,142
47317,5775,5786.38,5671,132
47318,5836,5786.98,5671,138
47319,5734,5785.18,5671,142
47320,5776,5783.82,5671,140
47321,5835,5784.54,5671,133
47322,5843,5785.8,5671,131
47323,5842,5787.68,5671,137
47324,5769,5787.66,5671,140
47325,5771,5788.24,5671,144
47326,5865,5789.54,5671,138
47327,5815,5788.76,5671,142
47328,5722,5788,5671,143
47329,5844,5788.94,5671,145
47330,5757,5787.4,5671,134
47331,5800,5787.62,5671,127
47332,5752,5787.84,5671,123
47333,5787,5788.66,5671,149
47334,5828,5789.8,5671,130
47335,5738,5789.54,5671,136
47336,5759,5787.92,5671,139
47337,5854,5789.38,5671,137
47338,5738,5788.72,5671,131
47339,5707,5787.58,5671,140
47340,5861,5788.22,5671,139
47341,5752,5787.82,5671,128
47342,5783,5785.66,5671,131
47343,5830,5787.58,5671,143
47344,5714,5785.72,5671,132
47345,5720,5785.86,5671,134
47346,5776,5784.3,5671,147
47347,5814,5784.32,5671,132
47348,5793,5784.44,5671,135
47349,5815,5785.04,5671,154
47350,5806,5785.12,5671,135
47351,5746,5784.34,5671,141
47352,5767,5784.32,5671,143
47353,5824,5785.72,5671,137
47354,5852,5787.66,5671,133
47355,5734,5788.2,5671,145
47356,5786,5788.2,5671,129
47357,5814,5789.12,5671,146
47358,5846,5790.72,5671,136
47359,5790,5790.86,5671,136
47360,5758,5790.74,5671,153
47361,5775,5789.64,5671,145
47362,5810,5789.6,5671,139
47363,5790,5788.4,5671,138
47364,5808,5790.36,5671,140
47365,5763,5789.78,5671,138
47366,5850,5790.48,5671,136
47367,5862,5792.22,5671,135
47368,5768,5790.86,5671,132
47369,5872,5793.62,5671,135
47370,5844,5794.98,5671,135
47371,5780,5793.88,5671,128
47372,5764,5792.3,5671,134
47373,5741,5790.28,5671,138
47374,5756,5790.02,5671,138
47375,5855,5791.7,5671,126
47376,5800,5790.4,5671,138
47377,5785,5789.8,5671,138
47378,5763,5790.62,5671,139
47379,5734,5788.42,5671,138
47380,5776,5788.8,5671,130
47381,5734,5787.48,5671,128
47382,5760,5787.64,5671,142
47383,5802,5787.94,5671,142
47384,5831,5788,5671,135
47385,5802,5789.28,5671,133
47386,5772,5789.54,5671,131
47387,5825,5788.96,5671,139
47388,5746,5789.12,5671,138
47389,5794,5790.86,5671,141
47390,5811,5789.86,5671,133
47391,5818,5791.18,5671,126
47392,5830,5792.12,5671,148
47393,5873,5792.98,5671,134
47394,5780,5794.3,5671,142
47395,5809,5796.08,5671,137
47396,5796,5796.48,5671,133
47397,5833,5796.86,5671,141
47398,5832,5797.64,5671,134
47399,5804,5797.42,5671,134
47400,5770,5796.7,5671,135
47401,5787,5797.52,5671,136
47402,5752,5797.22,5671,132
47403,5796,5796.66,5671,140
47404,5740,5794.42,5671,146
47405,5793,5795.6,5671,145
47406,5856,5797,5671,131
47407,5842,5797.56,5671,127
47408,5781,5796.26,5671,138
47409,5847,5797.4,5671,134
47410,5820,5798.64,5671,139
47411,5765,5798.44,5671,144
47412,5714,5796.52,5671,138
47413,5772,5796.16,5671,145
47414,5822,5796.44,5671,136
47415,5864,5798.46,5671,133
47416,5819,5797.84,5671,142
47417,5803,5796.66,5671,133
47418,5815,5797.6,5671,134
47419,5790,5795.96,5671,131
47420,5769,5794.46,5671,139
47421,5746,5793.78,5671,145
47422,5785,5794.2,5671,140
47423,5706,5793.5,5671,137
47424,5794,5794.26,5671,152
47425,5846,5794.08,5671,139
47426,5877,5795.62,5671,143
47427,5711,5794.14,5671,131
47428,5757,5794.02,5671,136
47429,5856,5796.46,5671,144
47430,5762,5796.18,5671,140
47431,5790,5797.3,5671,133
47432,5721,5796.52,5671,142
47433,5785,5796.18,5671,133
47434,5799,5795.54,5671,136
47435,5804,5795.58,5671,143
47436,5824,5796.62,5671,144
47437,5710,5794.32,5671,133
47438,5860,5796.6,5671,145
47439,5777,5796.26,5671,131
47440,5803,5796.1,5671,129
47441,5807,5795.88,5671,131
47442,5889,5797.06,5671,131
47443,5743,5794.46,5671,131
47444,5796,5794.78,5671,146
47445,5796,5794.52,5671,143
47446,5757,5793.74,5671,129
47447,5768,5792.44,5671,135
47448,5805,5791.9,5671,135
47449,5835,5792.52,5671,132
47450,5807,5793.26,5671,153
47451,5824,5794,5671,129
47452,5911,5797.18,5671,134
47453,5776,5796.78,5671,144
47454,5797,5797.92,5671,139
47455,5759,5797.24,5671,132
47456,5826,5796.64,5671,137
47457,5778,5795.36,5671,132
47458,5826,5796.26,5671,138
47459,5685,5793.02,5671,149
47460,5783,5792.28,5671,140
47461,5738,5791.74,5671,127
47462,5786,5793.18,5671,135
47463,5757,5792.88,5671,138
47464,5783,5792.1,5671,148
47465,5729,5789.4,5671,140
47466,5769,5788.4,5671,137
47467,5787,5788.08,5671,147
47468,5799,5787.76,5671,152
47469,5774,5787.44,5671,152
47470,5780,5787.66,5671,136
47471,5778,5788.3,5671,131
47472,5801,5788.62,5671,137
47473,5765,5789.8,5671,142
47474,5840,5790.72,5671,128
47475,5751,5788.82,5671,138
47476,5836,5788,5671,134
47477,5851,5790.8,5671,139
47478,5775,5791.16,5671,133
47479,5790,5789.84,5671,142
47480,5826,5791.12,5671,145
47481,5821,5791.74,5671,123
47482,5801,5793.34,5671,136
47483,5815,5793.94,5671,144
47484,5793,5793.82,5671,138
47485,5811,5793.96,5671,144
47486,5842,5794.32,5671,148
47487,5734,5794.8,5671,138
47488,5820,5794,5671,125
47489,5785,5794.16,5671,139
47490,5895,5796,5671,135
47491,5757,5795,5671,138
47492,5765,5792.52,5671,144
47493,5787,5793.4,5671,137
47494,5806,5793.6,5671,143
47495,5803,5793.74,5671,131
47496,5757,5793.74,5671,140
47497,5859,5795.56,5671,138
47498,5699,5793.44,5671,149
47499,5791,5792.56,5671,137
47500,5779,5792,5671,136
47501,5834,5792.2,5671,137
47502,5751,5789,5671,138
47503,5738,5788.24,5671,134
47504,5734,5786.98,5671,136
47505,5809,5787.98,5671,141
47506,5754,5786.54,5671,133
47507,5745,5785.88,5671,149
47508,5842,5786.2,5671,150
47509,5789,5788.28,5671,133
47510,5727,5787.16,5671,142
47511,5831,5789.02,5671,137
47512,5749,5788.28,5671,136
47513,5825,5789.64,5671,154
47514,5815,5790.28,5671,138
47515,5823,5792.16,5671,152
47516,5807,5792.92,5671,138
47517,5755,5792.28,5671,139
47518,5768,5791.66,5671,123
47519,5729,5790.76,5671,135
47520,5764,5790.44,5671,138
47521,5751,5789.9,5671,134
47522,5792,5789.72,5671,147
47523,5857,5791.56,5671,131
47524,5864,5792.04,5671,136
47525,5700,5791.02,5671,127
47526,5819,5790.68,5671,122
47527,5741,5788.48,5671,139
47528,5798,5788.94,5671,134
47529,5813,5789.4,5671,126
47530,5799,5788.86,5671,146
47531,5789,5788.22,5671,136
47532,5893,5790.06,5671,146
47533,5814,5790.04,5671,134
47534,5728,5788.74,5671,141
47535,5933,5791.18,5671,131
47536,5713,5788.6,5671,137
47537,5720,5788.32,5671,138
47538,5834,5788.6,5671,135
47539,5795,5788.8,5671,123
47540,5842,5787.74,5671,138
47541,5901,5790.62,5671,135
47542,5844,5792.2,5671,147
47543,5811,5792.68,5671,130
47544,5793,5792.42,5671,144
47545,5854,5793.44,5671,127
47546,5786,5794.02,5671,134
47547,5733,5791.5,5671,136
47548,5702,5791.56,5671,134
47549,5896,5793.66,5671,141
47550,5745,5792.98,5671,148
47551,5799,5792.28,5671,134
47552,5742,5792.1,5671,139
47553,5831,5793.96,5671,135
47554,5760,5794.48,5671,134
47555,5751,5793.32,5671,141
47556,5768,5793.6,5671,128
47557,5808,5794.86,5671,140
47558,5857,5795.16,5671,129
47559,5740,5794.18,5671,138
47560,5741,5794.46,5671,135
47561,5794,5793.72,5671,142
47562,5670,5792.14,5670,139
47563,5890,5793.44,5670,143
47564,5818,5793.5,5670,141
47565,5858,5794.2,5670,141
47566,5867,5795.4,5670,135
47567,5852,5797.34,5670,138
47568,5719,5796.36,5670,140
47569,5728,5796.34,5670,134
47570,5766,5796.38,5670,135
47571,5866,5798.68,5670,139
47572,5781,5798.46,5670,134
47573,5829,5797.9,5670,131
47574,5788,5796.38,5670,133
47575,5712,5796.62,5670,140
47576,5762,5795.48,5670,136
47577,5812,5796.9,5670,135
47578,5762,5796.18,5670,143
47579,5758,5795.08,5670,135
47580,5725,5793.6,5670,130
47581,5740,5792.62,5670,147
47582,5771,5790.18,5670,134
47583,5744,5788.78,5670,141
47584,5880,5791.82,5670,145
47585,5779,5788.74,5670,144
47586,5753,5789.54,5670,143
47587,5809,5791.32,5670,126
47588,5791,5790.46,5670,145
47589,5781,5790.18,5670,133
47590,5816,5789.66,5670,133
47591,5807,5787.78,5670,139
47592,5789,5786.68,5670,132
47593,5713,5784.72,5670,148
47594,5804,5784.94,5670,131
47595,5850,5784.86,5670,125
47596,5753,5784.2,5670,134
47597,5797,5785.48,5670,150
47598,5854,5788.52,5670,139
47599,5888,5788.36,5670,141
47600,5880,5791.06,5670,132
47601,5794,5790.96,5670,135
47602,5775,5791.62,5670,135
47603,5811,5791.22,5670,141
47604,5779,5791.6,5670,133
47605,5801,5792.6,5670,136
47606,5743,5792.1,5670,134
47607,5837,5792.68,5670,133
47608,5814,5791.82,5670,137
47609,5744,5791.9,5670,137
47610,5864,5794.36,5670,129
47611,5895,5796.38,5670,135
47612,5811,5799.2,5670,137
47613,5733,5796.06,5670,143
47614,5776,5795.22,5670,139
47615,5763,5793.32,5670,140
47616,5737,5790.72,5670,142
47617,5783,5789.34,5670,142
47618,5806,5791.08,5670,122
47619,5767,5791.86,5670,136
47620,5766,5791.86,5670,134
47621,5822,5790.98,5670,133
47622,5775,5790.86,5670,139
47623,5782,5789.92,5670,142
47624,5737,5788.9,5670,137
47625,5746,5789.58,5670,142
47626,5812,5790.58,5670,134
47627,5759,5789.52,5670,144
47628,5723,5788.74,5670,139
47629,5760,5788.78,5670,135
47630,5733,5788.94,5670,123
47631,5750,5789.14,5670,123
47632,5812,5789.96,5670,136
47633,5737,5789.82,5670,134
47634,5825,5788.72,5670,141
47635,5737,5787.88,5670,138
47636,5847,5789.76,5670,146
47637,5781,5789.2,5670,128
47638,5736,5788.1,5670,132
47639,5807,5788.62,5670,135
47640,5839,5789.08,5670,137
47641,5715,5787.24,5670,131
47642,5807,5787.6,5670,137
47643,5797,5789.28,5670,145
47644,5847,5790.14,5670,133
47645,5834,5789.82,5670,140
47646,5838,5791.52,5670,137
47647,5798,5791.54,5670,144
47648,5831,5791.08,5670,147
47649,5817,5789.66,5670,133
47650,5728,5786.62,5670,136
47651,5780,5786.34,5670,147
47652,5731,5785.46,5670,148
47653,5787,5784.98,5670,147
47654,5821,5785.82,5670,145
47655,5847,5786.74,5670,129
47656,5775,5787.38,5670,142
47657,5769,5786.02,5670,136
47658,5816,5786.06,5670,144
47659,5833,5787.84,5670,121
47660,5752,5785.6,5670,144
47661,5762,5782.94,5670,140
47662,5767,5782.06,5670,142
47663,5709,5781.58,5670,149
47664,5811,5782.28,5670,134
47665,5770,5782.42,5670,142
47666,5743,5782.54,5670,137
47667,5833,5783.54,5670,136
47668,5722,5781.86,5670,141
47669,5863,5783.78,5670,136
47670,5773,5783.92,5670,144
47671,5753,5782.54,5670,122
47672,5712,5781.28,5670,136
47673,5853,5782.7,5670,146
47674,5893,5785.82,5670,131
47675,5808,5787.06,5670,131
47676,5764,5786.1,5670,133
47677,5774,5786.4,5670,136
47678,5822,5788.38,5670,135
47679,5804,5789.26,5670,139
47680,5799,5790.58,5670,134
47681,5769,5790.96,5670,128
47682,5806,5790.84,5670,148
47683,5708,5790.26,5670,142
47684,5851,5790.78,5670,129
47685,5821,5792.46,5670,145
47686,5807,5791.66,5670,128
47687,5756,5791.16,5670,138
47688,5827,5792.98,5670,138
47689,5741,5791.66,5670,138
47690,5730,5789.48,5670,140
47691,5762,5790.42,5670,138
47692,5768,5789.64,5670,138
47693,5769,5789.08,5670,136
47694,5739,5786.92,5670,148
47695,5847,5787.18,5670,138
47696,5835,5787.12,5670,135
47697,5815,5787.46,5670,137
47698,5790,5786.64,5670,136
47699,5776,5785.82,5670,142
47700,5729,5785.84,5670,150
47701,5799,5786.22,5670,139
47702,5851,5788.62,5670,128
47703,5755,5787.98,5670,141
47704,5799,5787.54,5670,137
47705,5859,5787.78,5670,133
47706,5779,5787.86,5670,137
47707,5777,5788.02,5670,134
47708,5744,5786.58,5670,144
47709,5811,5786.14,5670,140
47710,5699,5785.08,5670,139
47711,5741,5784.66,5670,137
47712,5759,5784.5,5670,138
47713,5808,5786.48,5670,136
47714,5877,5787.8,5670,135
47715,5837,5789.14,5670,139
47716,5773,5789.74,5670,154
47717,5710,5787.28,5670,140
47718,5804,5788.92,5670,138
47719,5747,5786.6,5670,135
47720,5759,5786.32,5670,130
47721,5867,5788.6,5670,141
47722,5708,5788.52,5670,136
47723,5793,5787.32,5670,144
47724,5791,5785.28,5670,133
47725,5775,5784.62,5670,144
47726,5859,5786.52,5670,136
47727,5809,5787.22,5670,141
47728,5824,5787.26,5670,133
47729,5801,5787.2,5670,141
47730,5808,5787.38,5670,131
47731,5808,5788.16,5670,131
47732,5758,5787.2,5670,138
47733,5803,5789.1,5670,136
47734,5744,5786.96,5670,149
47735,5800,5786.54,5670,135
47736,5717,5784.74,5670,148
47737,5845,5786.52,5670,141
47738,5785,5785.68,5670,142
47739,5826,5787.38,5670,141
47740,5758,5787.94,5670,138
47741,5813,5788.96,5670,137
47742,5782,5789.24,5670,126
47743,5804,5789.94,5670,136
47744,5740,5789.96,5670,145
47745,5765,5788.32,5670,150
47746,5816,5787.94,5670,128
47747,5778,5787.2,5670,131
47748,5848,5788.36,5670,141
47749,5797,5788.78,5670,128
47750,5779,5789.78,5670,127
47751,5764,5789.08,5670,144
47752,5699,5786.04,5670,141
47753,5718,5785.3,5670,143
47754,5800,5785.32,5670,140
47755,5731,5782.76,5670,143
47756,5854,5784.26,5670,136
47757,5821,5785.14,5670,134
47758,5894,5788.14,5670,138
47759,5755,5787.02,5670,138
47760,5813,5789.3,5670,130
47761,5733,5789.14,5670,150
47762,5810,5790.16,5670,129
47763,5812,5790.24,5670,138
47764,5695,5786.6,5670,139
47765,5741,5784.68,5670,134
47766,5744,5784.1,5670,130
47767,5840,5786.7,5670,132
47768,5767,5785.96,5670,129
47769,5847,5787.96,5670,140
47770,5760,5787.98,5670,153
47771,5777,5786.18,5670,139
47772,5809,5788.2,5670,134
47773,5712,5786.58,5670,143
47774,5791,5786.58,5670,146
47775,5782,5786.72,5670,132
47776,5854,5786.62,5670,147
47777,5851,5787.46,5670,143
47778,5813,5787.24,5670,145
47779,5870,5788.62,5670,134
47780,5751,5787.48,5670,137
47781,5824,5787.8,5670,135
47782,5777,5788.18,5670,134
47783,5902,5790.16,5670,130
47784,5766,5790.6,5670,136
47785,5756,5789.72,5670,134
47786,5793,5791.24,5670,152
47787,5749,5789.32,5670,145
47788,5771,5789.04,5670,137
47789,5789,5788.3,5670,134
47790,5743,5788,5670,150
47791,5805,5787.84,5670,137
47792,5801,5788.22,5670,136
47793,5766,5787.46,5670,153
47794,5758,5787.82,5670,136
47795,5784,5788.2,5670,139
47796,5772,5787.32,5670,134
47797,5814,5788.04,5670,142
47798,5774,5786.56,5670,144
47799,5788,5786.38,5670,135
47800,5774,5786.28,5670,138
47801,5782,5786.64,5670,129
47802,5805,5788.76,5670,130
47803,5773,5789.86,5670,142
47804,5737,5788.6,5670,149
47805,5741,5788.8,5670,131
47806,5776,5787.24,5670,135
47807,5748,5785.78,5670,125
47808,5759,5783.08,5670,134
47809,5798,5783.94,5670,137
47810,5905,5785.78,5670,127
47811,5748,5786.08,5670,132
47812,5784,5785.56,5670,135
47813,5735,5784.02,5670,126
47814,5839,5786.9,5670,141
47815,5839,5788.86,5670,149
47816,5729,5788.56,5670,137
47817,5831,5788.38,5670,142
47818,5791,5788.86,5670,138
47819,5757,5787.06,5670,154
47820,5858,5789.02,5670,136
47821,5744,5788.36,5670,136
47822,5770,5787.58,5670,135
47823,5755,5788.44,5670,133
47824,5741,5787.44,5670,141
47825,5815,5788.1,5670,153
47826,5793,5786.88,5670,132
47827,5829,5786.44,5670,143
47828,5784,5785.86,5670,137
47829,5738,5783.22,5670,138
47830,5756,5783.32,5670,129
47831,5751,5781.86,5670,129
47832,5838,5783.08,5670,148
47833,5878,5782.6,5670,140
47834,5758,5782.44,5670,140
47835,5823,5783.78,5670,130
47836,5802,5783.96,5670,138
47837,5770,5784.38,5670,135
47838,5827,5785.5,5670,134
47839,5813,5785.98,5670,138
47840,5801,5787.14,5670,136
47841,5833,5787.7,5670,145
47842,5778,5787.24,5670,150
47843,5817,5788.26,5670,143
47844,5763,5788.36,5670,132
47845,5740,5787.48,5670,148
47846,5765,5787.34,5670,136
47847,5767,5786.4,5670,138
47848,5817,5787.26,5670,131
47849,5864,5788.78,5670,126
47850,5697,5787.24,5670,136
47851,5822,5788.04,5670,130
47852,5765,5787.24,5670,137
47853,5766,5787.1,5670,144
47854,5753,5787.42,5670,140
47855,5832,5789.24,5670,149
47856,5856,5790.84,5670,148
47857,5811,5792.1,5670,142
47858,5832,5793.56,5670,134
47859,5796,5793.52,5670,131
47860,5723,5789.88,5670,126
47861,5772,5790.36,5670,132
47862,5808,5790.84,5670,137
47863,5832,5792.78,5670,120
47864,5843,5792.86,5670,139
47865,5932,5794.72,5670,142
47866,5758,5795.3,5670,141
47867,5752,5793.72,5670,134
47868,5790,5793.7,5670,128
47869,5689,5792.34,5670,130
47870,5865,5792.48,5670,142
47871,5793,5793.46,5670,134
47872,5763,5793.32,5670,141
47873,5726,5792.74,5670,135
47874,5848,5794.88,5670,153
47875,5794,5794.46,5670,145
47876,5736,5793.32,5670,132
47877,5834,5793.42,5670,134
47878,5768,5793.1,5670,138
47879,5748,5793.3,5670,128
47880,5769,5793.56,5670,139
47881,5882,5796.18,5670,140
47882,5733,5794.08,5670,143
47883,5822,5792.96,5670,135
47884,5776,5793.32,5670,130
47885,5738,5791.62,5670,143
47886,5792,5791.42,5670,140
47887,5777,5791.56,5670,141
47888,5738,5789.78,5670,137
47889,5726,5788.04,5670,138
47890,5787,5787.76,5670,121
47891,5768,5786.46,5670,135
47892,5740,5785.7,5670,133
47893,5732,5784,5670,148
47894,5782,5784.38,5670,137
47895,5787,5785.32,5670,139
47896,5776,5785.54,5670,149
47897,5777,5785.74,5670,140
47898,5745,5784.3,5670,148
47899,5804,5783.1,5670,137
47900,5805,5785.26,5670,136
47901,5762,5784.06,5670,141
47902,5719,5783.14,5670,146
47903,5790,5783.62,5670,126
47904,5788,5784.32,5670,132
47905,5766,5783,5670,132
47906,5905,5783.98,5670,133
47907,5739,5782.54,5670,146
47908,5818,5782.26,5670,152
47909,5779,5781.92,5670,137
47910,5727,5782,5670,144
47911,5837,5783.3,5670,134
47912,5739,5781.92,5670,142
47913,5827,5781.82,5670,134
47914,5745,5779.86,5670,132
47915,5714,5775.5,5670,141
47916,5767,5775.68,5670,141
47917,5775,5776.14,5670,136
47918,5810,5776.54,5670,145
47919,5901,5780.78,5670,137
47920,5752,5778.52,5670,137
47921,5777,5778.2,5670,137
47922,5797,5778.88,5670,138
47923,5811,5780.58,5670,146
47924,5830,5780.22,5670,139
47925,5781,5779.96,5670,139
47926,5761,5780.46,5670,144
47927,5785,5779.48,5670,141
47928,5794,5780,5670,129
47929,5734,5779.72,5670,131
47930,5743,5779.2,5670,137
47931,5883,5779.22,5670,129
47932,5879,5782.14,5670,139
47933,5751,5780.72,5670,128
47934,5732,5779.84,5670,153
47935,5724,5779.56,5670,141
47936,5800,5779.72,5670,127
47937,5819,5780.56,5670,140
47938,5779,5781.38,5670,136
47939,5732,5781.5,5670,149
47940,5795,5781.66,5670,153
47941,5738,5781.06,5670,148
47942,5776,5781.78,5670,133
47943,5849,5784.12,5670,131
47944,5768,5783.84,5670,142
47945,5845,5785,5670,141
47946,5787,5785.22,5670,132
47947,5813,5785.94,5670,131
47948,5765,5786.34,5670,140
47949,5768,5785.62,5670,137
47950,5803,5785.58,5670,136
47951,5810,5786.54,5670,134
47952,5828,5788.72,5670,137
47953,5753,5787.98,5670,125
47954,5858,5789.38,5670,138
47955,5842,5790.9,5670,138
47956,5750,5787.8,5670,132
47957,5714,5787.3,5670,133
47958,5774,5786.42,5670,130
47959,5701,5784.86,5670,146
47960,5824,5786.8,5670,147
47961,5812,5786.3,5670,149
47962,5754,5786.6,5670,139
47963,5731,5784.68,5670,143
47964,5795,5785.68,5670,143
47965,5733,5786.06,5670,141
47966,5869,5788.1,5670,143
47967,5770,5788,5670,147
47968,5698,5785.76,5670,145
47969,5812,5783.98,5670,136
47970,5782,5784.58,5670,146
47971,5802,5785.08,5670,131
47972,5810,5785.34,5670,147
47973,5747,5784.06,5670,145
47974,5800,5783.46,5670,129
47975,5763,5783.1,5670,141
47976,5782,5783.52,5670,145
47977,5841,5784.64,5670,134
47978,5760,5783.96,5670,131
47979,5725,5783.78,5670,138
47980,5739,5783.7,5670,139
47981,5781,5781.66,5670,133
47982,5728,5778.64,5670,126
47983,5759,5778.8,5670,146
47984,5802,5780.2,5670,137
47985,5770,5781.12,5670,153
47986,5745,5780.02,5670,147
47987,5797,5779.58,5670,123
47988,5746,5778.92,5670,136
47989,5761,5779.5,5670,143
47990,5747,5778.54,5670,151
47991,5877,5781.32,5670,147
47992,5778,5781.36,5670,133
47993,5788,5780.14,5670,134
47994,5895,5782.68,5670,130
47995,5786,5781.5,5670,129
47996,5776,5781.28,5670,140
47997,5777,5780.56,5670,142
47998,5769,5780.64,5670,136
47999,5780,5780.88,5670,130
48000,5810,5781.02,5670,139
48001,5723,5779.28,5670,137
48002,5800,5778.72,5670,135
48003,5736,5778.38,5670,127
48004,5718,5775.58,5670,148
48005,5760,5773.94,5670,136
48006,5766,5774.26,5670,134
48007,5802,5776.02,5670,135
48008,5734,5775.22,5670,136
48009,5829,5777.78,5670,149
48010,5735,5776,5670,142
48011,5829,5776.34,5670,138
48012,5825,5777.76,5670,141
48013,5730,5777.74,5670,133
48014,5717,5776.18,5670,131
48015,5868,5778.88,5670,139
48016,5786,5777.22,5670,140
48017,5765,5777.12,5670,141
48018,5823,5779.62,5670,136
48019,5824,5779.86,5670,140
48020,5860,5781.42,5670,131
48021,5784,5781.06,5670,132
48022,5821,5781.28,5670,141
48023,5764,5781.62,5670,145
48024,5759,5780.8,5670,144
48025,5763,5780.8,5670,138
48026,5851,5782.18,5670,143
48027,5803,5781.42,5670,140
48028,5758,5781.38,5670,137
48029,5735,5781.58,5670,142
48030,5775,5782.3,5670,138
48031,5797,5782.62,5670,139
48032,5762,5783.3,5670,142
48033,5753,5783.18,5670,136
48034,5804,5783.22,5670,140
48035,5760,5783.02,5670,133
48036,5729,5782.7,5670,138
48037,5800,5782.76,5670,144
48038,5759,5783.02,5670,132
48039,5772,5783.24,5670,146
48040,5751,5783.32,5670,131
48041,5753,5780.84,5670,138
48042,5792,5781.12,5670,126
48043,5743,5780.22,5670,142
48044,5729,5776.9,5670,142
48045,5805,5777.28,5670,136
48046,5782,5777.4,5670,132
48047,5744,5776.74,5670,136
48048,5748,5776.32,5670,137
48049,5727,5775.26,5670,138
48050,5751,5774.08,5670,134
48051,5738,5774.38,5670,135
48052,5848,5775.34,5670,140
48053,5823,5777.08,5670,129
48054,5787,5778.46,5670,137
48055,5781,5778.88,5670,141
48056,5775,5779.06,5670,140
48057,5788,5778.78,5670,142
48058,5817,5780.44,5670,148
48059,5734,5778.54,5670,137
48060,5801,5779.86,5670,139
48061,5807,5779.42,5670,136
48062,5790,5778.72,5670,134
48063,5918,5782.48,5670,131
48064,5834,5784.82,5670,139
48065,5753,5782.52,5670,134
48066,5732,5781.44,5670,135
48067,5800,5782.14,5670,133
48068,5720,5780.08,5670,143
48069,5808,5779.76,5670,144
48070,5817,5778.9,5670,136
48071,5818,5779.58,5670,140
48072,5844,5780.04,5670,147
48073,5758,5779.92,5670,135
48074,5757,5779.88,5670,139
48075,5797,5780.56,5670,135
48076,5791,5779.36,5670,137
48077,5813,5779.56,5670,148
48078,5760,5779.6,5670,133
48079,5701,5778.92,5670,149
48080,5847,5780.36,5670,140
48081,5788,5780.18,5670,146
48082,5848,5781.9,5670,132
48083,5790,5782.64,5670,135
48084,5792,5782.4,5670,136
48085,5762,5782.44,5670,133
48086,5786,5783.58,5670,133
48087,5874,5785.06,5670,133
48088,5846,5786.8,5670,133
48089,5785,5787.06,5670,136
48090,5771,5787.46,5670,146
48091,5794,5788.28,5670,134
48092,5867,5789.78,5670,137
48093,5783,5790.58,5670,144
48094,5749,5790.98,5670,137
48095,5737,5789.62,5670,145
48096,5795,5789.88,5670,133
48097,5785,5790.7,5670,148
48098,5784,5791.42,5670,130
48099,5925,5795.38,5670,129
48100,5764,5795.64,5670,134
48101,5799,5796.86,5670,136
48102,5707,5794.04,5670,128
48103,5838,5794.34,5670,145
48104,5769,5793.98,5670,135
48105,5779,5793.94,5670,140
48106,5724,5792.92,5670,139
48107,5802,5793.2,5670,139
48108,5813,5793.12,5670,135
48109,5739,5793.22,5670,134
48110,5769,5792.58,5670,131
48111,5755,5791.54,5670,135
48112,5725,5790.24,5670,138
48113,5721,5786.3,5670,137
48114,5831,5786.24,5670,138
48115,5800,5787.18,5670,140
