episode,potions_used,moving_avg_potions_used,min_potions_used_so_far,unique_combos_used
8321,6258,6287.64,6138,151
8322,6179,6285.64,6138,147
8323,6346,6287.86,6138,135
8324,6217,6286.24,6138,146
8325,6342,6285.88,6138,132
8326,6254,6286.6,6138,150
8327,6245,6286.5,6138,152
8328,6255,6286.4,6138,155
8329,6306,6285.68,6138,151
8330,6252,6285.56,6138,147
8331,6301,6286.5,6138,129
8332,6278,6286.84,6138,146
8333,6188,6284.18,6138,149
8334,6235,6284.22,6138,152
8335,6197,6283.42,6138,137
8336,6300,6283.1,6138,143
8337,6239,6281.64,6138,137
8338,6332,6283.92,6138,137
8339,6296,6284.58,6138,153
8340,6293,6283.32,6138,138
8341,6367,6285.56,6138,147
8342,6326,6285.72,6138,132
8343,6315,6287.08,6138,136
8344,6228,6285.92,6138,135
8345,6319,6285.48,6138,133
8346,6276,6284.66,6138,136
8347,6275,6283.6,6138,133
8348,6321,6284.14,6138,155
8349,6299,6284.4,6138,145
8350,6389,6286.6,6138,141
8351,6335,6287.16,6138,139
8352,6269,6287.1,6138,140
8353,6306,6285.6,6138,146
8354,6336,6286.8,6138,135
8355,6330,6287.48,6138,133
8356,6253,6285.18,6138,151
8357,6315,6285.56,6138,144
8358,6364,6287.68,6138,145
8359,6257,6288.74,6138,138
8360,6350,6289.3,6138,145
8361,6225,6288.42,6138,150
8362,6277,6289.04,6138,141
8363,6344,6289.2,6138,144
8364,6270,6286.42,6138,137
8365,6354,6286.7,6138,143
8366,6337,6287.28,6138,147
8367,6421,6289.36,6138,147
8368,6280,6291.18,6138,147
8369,6246,6291.28,6138,138
8370,6287,6291.68,6138,144
8371,6275,6292.02,6138,133
8372,6376,6295.96,6138,136
8373,6228,6293.6,6138,136
8374,6303,6295.32,6138,138
8375,6237,6293.22,6138,136
8376,6440,6296.94,6138,139
8377,6362,6299.28,6138,133
8378,6231,6298.8,6138,134
8379,6263,6297.94,6138,133
8380,6282,6298.54,6138,145
8381,6278,6298.08,6138,145
8382,6340,6299.32,6138,150
8383,6267,6300.9,6138,139
8384,6199,6300.18,6138,147
8385,6283,6301.9,6138,150
8386,6292,6301.74,6138,130
8387,6219,6301.34,6138,150
8388,6323,6301.16,6138,142
8389,6418,6303.6,6138,145
8390,6311,6303.96,6138,138
8391,6270,6302.02,6138,139
8392,6248,6300.46,6138,143
8393,6320,6300.56,6138,145
8394,6310,6302.2,6138,132
8395,6325,6302.32,6138,141
8396,6358,6303.96,6138,140
8397,6265,6303.76,6138,136
8398,6313,6303.6,6138,140
8399,6452,6306.66,6138,140
8400,6276,6304.4,6138,139
8401,6267,6303.04,6138,134
8402,6277,6303.2,6138,148
8403,6220,6301.48,6138,144
8404,6233,6299.42,6138,137
8405,6228,6297.38,6138,134
8406,6276,6297.84,6138,132
8407,6255,6296.64,6138,131
8408,6279,6294.94,6138,136
8409,6264,6295.08,6138,146
8410,6338,6294.84,6138,129
8411,6229,6294.92,6138,135
8412,6295,6295.28,6138,137
8413,6290,6294.2,6138,128
8414,6285,6294.5,6138,146
8415,6274,6292.9,6138,142
8416,6329,6292.74,6138,137
8417,6243,6289.18,6138,148
8418,6292,6289.42,6138,158
8419,6353,6291.56,6138,140
8420,6262,6291.06,6138,141
8421,6233,6290.22,6138,138
8422,6292,6288.54,6138,140
8423,6269,6289.36,6138,148
8424,6313,6289.56,6138,127
8425,6235,6289.52,6138,138
8426,6211,6284.94,6138,145
8427,6310,6283.9,6138,137
8428,6381,6286.9,6138,133
8429,6252,6286.68,6138,149
8430,6295,6286.94,6138,140
8431,6283,6287.04,6138,140
8432,6207,6284.38,6138,137
8433,6235,6283.74,6138,148
8434,6373,6287.22,6138,133
8435,6229,6286.14,6138,144
8436,6270,6285.7,6138,138
8437,6356,6288.44,6138,141
8438,6257,6287.12,6138,148
8439,6286,6284.48,6138,128
8440,6337,6285,6138,149
8441,6214,6283.88,6138,143
8442,6266,6284.24,6138,141
8443,6311,6284.06,6138,135
8444,6363,6285.12,6138,133
8445,6282,6284.26,6138,140
8446,6310,6283.3,6138,143
8447,6286,6283.72,6138,137
8448,6352,6284.5,6138,155
8449,6223,6279.92,6138,140
8450,6287,6280.14,6138,146
8451,6237,6279.54,6138,144
8452,6394,6281.88,6138,146
8453,6425,6285.98,6138,140
8454,6293,6287.18,6138,145
8455,6351,6289.64,6138,133
8456,6269,6289.5,6138,147
8457,6324,6290.88,6138,150
8458,6312,6291.54,6138,133
8459,6271,6291.68,6138,156
8460,6209,6289.1,6138,148
8461,6201,6288.54,6138,141
8462,6274,6288.12,6138,146
8463,6311,6288.54,6138,143
8464,6218,6287.2,6138,146
8465,6259,6286.9,6138,147
8466,6409,6288.5,6138,133
8467,6343,6290.5,6138,144
8468,6313,6290.92,6138,134
8469,6317,6290.2,6138,147
8470,6327,6291.5,6138,139
8471,6222,6291.28,6138,144
8472,6210,6289.64,6138,142
8473,6217,6288.6,6138,139
8474,6310,6288.54,6138,142
8475,6402,6291.88,6138,144
8476,6310,6293.86,6138,136
8477,6575,6299.16,6138,147
8478,6252,6296.58,6138,145
8479,6235,6296.24,6138,134
8480,6279,6295.92,6138,132
8481,6284,6295.94,6138,151
8482,6204,6295.88,6138,147
8483,6387,6298.92,6138,146
8484,6292,6297.3,6138,144
8485,6285,6298.42,6138,144
8486,6141,6295.84,6138,138
8487,6335,6295.42,6138,155
8488,6281,6295.9,6138,139
8489,6317,6296.52,6138,142
8490,6257,6294.92,6138,139
8491,6256,6295.76,6138,150
8492,6234,6295.12,6138,138
8493,6354,6295.98,6138,151
8494,6231,6293.34,6138,147
8495,6223,6292.16,6138,150
8496,6346,6292.88,6138,141
8497,6379,6294.74,6138,142
8498,6228,6292.26,6138,139
8499,6240,6292.6,6138,135
8500,6380,6294.46,6138,143
8501,6257,6294.86,6138,149
8502,6272,6292.42,6138,139
8503,6290,6289.72,6138,141
8504,6229,6288.44,6138,149
8505,6322,6287.86,6138,156
8506,6264,6287.76,6138,134
8507,6239,6286.06,6138,139
8508,6271,6285.24,6138,157
8509,6340,6286.62,6138,138
8510,6289,6288.22,6138,149
8511,6270,6289.6,6138,149
8512,6245,6289.02,6138,146
8513,6284,6288.48,6138,142
8514,6254,6289.2,6138,146
8515,6255,6289.12,6138,144
8516,6186,6284.66,6138,138
8517,6274,6283.28,6138,137
8518,6177,6280.56,6138,143
8519,6242,6279.06,6138,155
8520,6260,6277.72,6138,146
8521,6235,6277.98,6138,145
8522,6307,6279.92,6138,132
8523,6199,6279.56,6138,139
8524,6236,6278.08,6138,136
8525,6287,6275.78,6138,136
8526,6179,6273.16,6138,152
8527,6360,6268.86,6138,148
8528,6264,6269.1,6138,145
8529,6224,6268.88,6138,142
8530,6240,6268.1,6138,142
8531,6212,6266.66,6138,133
8532,6150,6265.58,6138,143
8533,6318,6264.2,6138,137
8534,6383,6266.02,6138,140
8535,6324,6266.8,6138,150
8536,6294,6269.86,6138,139
8537,6297,6269.1,6138,136
8538,6282,6269.12,6138,140
8539,6277,6268.32,6138,136
8540,6324,6269.66,6138,140
8541,6365,6271.84,6138,129
8542,6200,6271.16,6138,154
8543,6293,6269.94,6138,142
8544,6286,6271.04,6138,149
8545,6231,6271.2,6138,143
8546,6224,6268.76,6138,146
8547,6261,6266.4,6138,142
8548,6344,6268.72,6138,144
8549,6325,6270.42,6138,152
8550,6195,6266.72,6138,149
8551,6322,6268.02,6138,137
8552,6287,6268.32,6138,144
8553,6247,6267.46,6138,142
8554,6338,6269.64,6138,145
8555,6273,6268.66,6138,145
8556,6305,6269.48,6138,159
8557,6194,6268.58,6138,154
8558,6263,6268.42,6138,150
8559,6274,6267.1,6138,149
8560,6258,6266.48,6138,132
8561,6246,6266,6138,124
8562,6298,6267.06,6138,145
8563,6371,6268.8,6138,147
8564,6203,6267.78,6138,129
8565,6248,6267.64,6138,144
8566,6313,6270.18,6138,132
8567,6378,6272.26,6138,144
8568,6244,6273.6,6138,145
8569,6315,6275.06,6138,146
8570,6304,6275.94,6138,148
8571,6410,6279.44,6138,129
8572,6249,6278.28,6138,144
8573,6265,6279.6,6138,140
8574,6353,6281.94,6138,142
8575,6294,6282.08,6138,137
8576,6305,6284.6,6138,155
8577,6275,6282.9,6138,149
8578,6335,6284.32,6138,137
8579,6253,6284.9,6138,155
8580,6391,6287.92,6138,146
8581,6339,6290.46,6138,140
8582,6272,6292.9,6138,137
8583,6283,6292.2,6138,146
8584,6349,6291.52,6138,139
8585,6269,6290.42,6138,142
8586,6256,6289.66,6138,138
8587,6285,6289.42,6138,148
8588,6216,6288.1,6138,148
8589,6211,6286.78,6138,148
8590,6274,6285.78,6138,144
8591,6257,6283.62,6138,139
8592,6317,6285.96,6138,132
8593,6311,6286.32,6138,136
8594,6218,6284.96,6138,134
8595,6307,6286.48,6138,139
8596,6282,6287.64,6138,139
8597,6305,6288.52,6138,154
8598,6212,6285.88,6138,141
8599,6364,6286.66,6138,142
8600,6227,6287.3,6138,149
8601,6354,6287.94,6138,140
8602,6306,6288.32,6138,143
8603,6220,6287.78,6138,147
8604,6347,6287.96,6138,138
8605,6287,6288.24,6138,135
8606,6285,6287.84,6138,142
8607,6290,6289.76,6138,137
8608,6227,6289.04,6138,143
8609,6372,6291,6138,147
8610,6350,6292.84,6138,143
8611,6238,6292.68,6138,150
8612,6168,6290.08,6138,147
8613,6310,6288.86,6138,139
8614,6291,6290.62,6138,139
8615,6242,6290.5,6138,155
8616,6237,6288.98,6138,147
8617,6252,6286.46,6138,139
8618,6307,6287.72,6138,149
8619,6315,6287.72,6138,128
8620,6311,6287.86,6138,141
8621,6221,6284.08,6138,147
8622,6236,6283.82,6138,130
8623,6274,6284,6138,153
8624,6241,6281.76,6138,141
8625,6259,6281.06,6138,130
8626,6354,6282.04,6138,142
8627,6260,6281.74,6138,140
8628,6437,6283.78,6138,140
8629,6275,6284.22,6138,145
8630,6189,6280.18,6138,146
8631,6301,6279.42,6138,136
8632,6281,6279.6,6138,135
8633,6231,6278.56,6138,145
8634,6296,6277.5,6138,136
8635,6368,6279.48,6138,143
8636,6212,6278.6,6138,138
8637,6380,6280.5,6138,148
8638,6211,6280.4,6138,146
8639,6186,6279.9,6138,145
8640,6371,6281.84,6138,141
8641,6277,6282.24,6138,138
8642,6289,6281.68,6138,141
8643,6201,6279.48,6138,147
8644,6293,6280.98,6138,142
8645,6350,6281.84,6138,153
8646,6242,6281.04,6138,147
8647,6212,6279.18,6138,146
8648,6250,6279.94,6138,142
8649,6284,6278.34,6138,127
8650,6179,6277.38,6138,155
8651,6293,6276.16,6138,146
8652,6209,6274.22,6138,147
8653,6279,6275.4,6138,134
8654,6262,6273.7,6138,146
8655,6311,6274.18,6138,137
8656,6293,6274.34,6138,133
8657,6277,6274.08,6138,138
8658,6268,6274.9,6138,140
8659,6348,6274.42,6138,146
8660,6251,6272.44,6138,141
8661,6279,6273.26,6138,145
8662,6258,6275.06,6138,137
8663,6295,6274.76,6138,147
8664,6313,6275.2,6138,158
8665,6288,6276.12,6138,143
8666,6264,6276.66,6138,145
8667,6301,6277.64,6138,137
8668,6310,6277.7,6138,137
8669,6329,6277.98,6138,136
8670,6262,6277,6138,142
8671,6280,6278.18,6138,146
8672,6287,6279.2,6138,150
8673,6362,6280.96,6138,144
8674,6374,6283.62,6138,137
8675,6241,6283.26,6138,140
8676,6401,6284.2,6138,152
8677,6274,6284.48,6138,134
8678,6305,6281.84,6138,132
8679,6255,6281.44,6138,145
8680,6407,6285.8,6138,132
8681,6384,6287.46,6138,146
8682,6265,6287.14,6138,142
8683,6358,6289.68,6138,152
8684,6210,6287.96,6138,143
8685,6214,6284.88,6138,137
8686,6145,6283.54,6138,134
8687,6251,6280.96,6138,145
8688,6185,6280.44,6138,145
8689,6268,6282.08,6138,144
8690,6243,6279.52,6138,150
8691,6209,6278.16,6138,150
8692,6367,6279.72,6138,144
8693,6251,6280.72,6138,141
8694,6346,6281.78,6138,146
8695,6240,6279.58,6138,152
8696,6298,6280.7,6138,142
8697,6297,6282.4,6138,149
8698,6310,6283.6,6138,143
8699,6271,6283.34,6138,143
8700,6308,6285.92,6138,130
8701,6332,6286.7,6138,132
8702,6324,6289,6138,152
8703,6259,6288.6,6138,146
8704,6338,6290.12,6138,140
8705,6323,6290.36,6138,129
8706,6208,6288.66,6138,145
8707,6215,6287.42,6138,150
8708,6347,6289,6138,137
8709,6317,6288.38,6138,132
8710,6178,6286.92,6138,150
8711,6297,6287.28,6138,138
8712,6275,6287.62,6138,146
8713,6213,6285.98,6138,129
8714,6295,6285.62,6138,133
8715,6263,6285.12,6138,149
8716,6332,6286.48,6138,138
8717,6227,6285,6138,152
8718,6242,6283.64,6138,145
8719,6253,6282.12,6138,146
8720,6291,6282.7,6138,134
8721,6266,6282.42,6138,152
8722,6331,6283.3,6138,139
8723,6290,6281.86,6138,143
8724,6335,6281.08,6138,143
8725,6238,6281.02,6138,138
8726,6414,6281.28,6138,141
8727,6293,6281.66,6138,140
8728,6402,6283.6,6138,138
8729,6242,6283.34,6138,130
8730,6296,6281.12,6138,137
8731,6185,6277.14,6138,135
8732,6197,6275.78,6138,141
8733,6272,6274.06,6138,151
8734,6201,6273.88,6138,141
8735,6199,6273.58,6138,144
8736,6334,6277.36,6138,151
8737,6309,6278.52,6138,139
8738,6193,6278.68,6138,149
8739,6240,6278.12,6138,155
8740,6205,6277.36,6138,143
8741,6368,6280.54,6138,144
8742,6329,6279.78,6138,146
8743,6204,6278.84,6138,149
8744,6310,6278.12,6138,148
8745,6196,6277.24,6138,147
8746,6243,6276.14,6138,134
8747,6368,6277.56,6138,136
8748,6284,6277.04,6138,146
8749,6296,6277.54,6138,139
8750,6315,6277.68,6138,146
8751,6174,6274.52,6138,139
8752,6372,6275.48,6138,147
8753,6314,6276.58,6138,146
8754,6242,6274.66,6138,149
8755,6212,6272.44,6138,149
8756,6338,6275.04,6138,144
8757,6257,6275.88,6138,142
8758,6206,6273.06,6138,141
8759,6308,6272.88,6138,138
8760,6273,6274.78,6138,142
8761,6211,6273.06,6138,141
8762,6258,6272.72,6138,155
8763,6182,6272.1,6138,146
8764,6449,6275.18,6138,141
8765,6263,6275.18,6138,144
8766,6281,6274.16,6138,135
8767,6272,6275.06,6138,135
8768,6235,6274.92,6138,137
8769,6322,6276.3,6138,150
8770,6256,6275.6,6138,126
8771,6213,6274.54,6138,141
8772,6310,6274.12,6138,140
8773,6186,6272.04,6138,141
8774,6255,6270.44,6138,152
8775,6326,6272.2,6138,135
8776,6249,6268.9,6138,139
8777,6285,6268.74,6138,134
8778,6394,6268.58,6138,150
8779,6237,6268.48,6138,133
8780,6182,6266.2,6138,137
8781,6201,6266.52,6138,141
8782,6240,6267.38,6138,130
8783,6222,6266.38,6138,145
8784,6369,6269.74,6138,134
8785,6226,6270.28,6138,137
8786,6254,6268.68,6138,148
8787,6276,6268.02,6138,143
8788,6349,6271.14,6138,145
8789,6269,6271.72,6138,148
8790,6324,6274.1,6138,141
8791,6243,6271.6,6138,148
8792,6171,6268.44,6138,153
8793,6210,6268.56,6138,146
8794,6302,6268.4,6138,147
8795,6286,6270.2,6138,137
8796,6314,6271.62,6138,136
8797,6405,6272.36,6138,145
8798,6228,6271.24,6138,135
8799,6188,6269.08,6138,143
8800,6293,6268.64,6138,141
8801,6318,6271.52,6138,143
8802,6255,6269.18,6138,156
8803,6351,6269.92,6138,139
8804,6271,6270.5,6138,148
8805,6224,6270.74,6138,133
8806,6355,6271.08,6138,157
8807,6208,6270.1,6138,141
8808,6319,6272.36,6138,139
8809,6296,6272.12,6138,139
8810,6386,6274.38,6138,134
8811,6283,6275.82,6138,146
8812,6323,6277.12,6138,139
8813,6264,6278.76,6138,147
8814,6209,6273.96,6138,136
8815,6255,6273.8,6138,139
8816,6276,6273.7,6138,133
8817,6264,6273.54,6138,144
8818,6242,6273.68,6138,143
8819,6327,6273.78,6138,145
8820,6317,6275,6138,134
8821,6242,6275.58,6138,150
8822,6196,6273.3,6138,146
8823,6316,6275.9,6138,133
8824,6206,6274.92,6138,145
8825,6252,6273.44,6138,134
8826,6185,6272.16,6138,132
8827,6241,6271.28,6138,138
8828,6271,6268.82,6138,136
8829,6209,6268.26,6138,140
8830,6201,6268.64,6138,143
8831,6284,6270.3,6138,148
8832,6227,6270.04,6138,145
8833,6204,6269.68,6138,138
8834,6313,6268.56,6138,137
8835,6340,6270.84,6138,148
8836,6174,6269.24,6138,144
8837,6228,6268.28,6138,148
8838,6422,6269.74,6138,139
8839,6280,6269.96,6138,132
8840,6240,6268.28,6138,137
8841,6236,6268.14,6138,134
8842,6278,6270.28,6138,136
8843,6289,6271.86,6138,144
8844,6262,6271.06,6138,137
8845,6272,6270.78,6138,136
8846,6231,6269.12,6138,150
8847,6334,6267.7,6138,145
8848,6323,6269.6,6138,131
8849,6347,6272.78,6138,138
8850,6304,6273,6138,141
8851,6228,6271.2,6138,137
8852,6265,6271.4,6138,129
8853,6346,6271.3,6138,142
8854,6379,6273.46,6138,142
8855,6338,6275.74,6138,151
8856,6350,6275.64,6138,132
8857,6236,6276.2,6138,134
8858,6296,6275.74,6138,152
8859,6301,6275.84,6138,151
8860,6194,6272,6138,137
8861,6262,6271.58,6138,138
8862,6288,6270.88,6138,142
8863,6261,6270.82,6138,152
8864,6219,6271.02,6138,160
8865,6304,6272,6138,152
8866,6248,6271.44,6138,145
8867,6338,6272.92,6138,141
8868,6192,6271.92,6138,141
8869,6264,6270.66,6138,137
8870,6256,6269.44,6138,146
8871,6244,6269.48,6138,134
8872,6312,6271.8,6138,135
8873,6266,6270.8,6138,133
8874,6297,6272.62,6138,140
8875,6307,6273.72,6138,142
8876,6235,6274.72,6138,145
8877,6212,6274.14,6138,142
8878,6276,6274.24,6138,137
8879,6300,6276.06,6138,141
8880,6290,6277.84,6138,136
8881,6245,6277.06,6138,131
8882,6263,6277.78,6138,145
8883,6370,6281.1,6138,146
8884,6306,6280.96,6138,143
8885,6243,6279.02,6138,144
8886,6165,6278.84,6138,138
8887,6315,6280.58,6138,144
8888,6237,6276.88,6138,152
8889,6322,6277.72,6138,152
8890,6245,6277.82,6138,137
8891,6265,6278.4,6138,141
8892,6334,6279.52,6138,149
8893,6300,6279.74,6138,141
8894,6325,6281,6138,133
8895,6254,6280.64,6138,145
8896,6245,6280.92,6138,146
8897,6197,6278.18,6138,152
8898,6297,6277.66,6138,140
8899,6174,6274.2,6138,143
8900,6231,6272.74,6138,135
8901,6216,6272.5,6138,151
8902,6379,6274.78,6138,145
8903,6336,6274.58,6138,146
8904,6212,6271.24,6138,153
8905,6343,6271.34,6138,141
8906,6393,6272.2,6138,152
8907,6388,6275.24,6138,145
8908,6335,6276.02,6138,142
8909,6274,6275.48,6138,142
8910,6192,6275.44,6138,128
8911,6297,6276.14,6138,137
8912,6367,6277.72,6138,145
8913,6194,6276.38,6138,146
8914,6365,6279.3,6138,138
8915,6206,6277.34,6138,152
8916,6183,6276.04,6138,138
8917,6299,6275.26,6138,139
8918,6236,6276.14,6138,142
8919,6239,6275.64,6138,151
8920,6264,6275.8,6138,135
8921,6304,6277,6138,128
8922,6221,6275.18,6138,145
8923,6260,6275.06,6138,145
8924,6152,6272.16,6138,139
8925,6280,6271.62,6138,132
8926,6198,6270.88,6138,130
8927,6243,6271.5,6138,143
8928,6324,6272.46,6138,144
8929,6283,6272.12,6138,144
8930,6256,6271.44,6138,133
8931,6256,6271.66,6138,141
8932,6269,6271.78,6138,154
8933,6246,6269.3,6138,139
8934,6204,6267.26,6138,141
8935,6262,6267.64,6138,138
8936,6260,6269.54,6138,140
8937,6236,6267.96,6138,142
8938,6386,6270.94,6138,137
8939,6310,6270.7,6138,142
8940,6254,6270.88,6138,126
8941,6241,6270.4,6138,140
8942,6278,6269.28,6138,130
8943,6266,6268.6,6138,144
8944,6233,6266.76,6138,144
8945,6250,6266.68,6138,139
8946,6210,6265.98,6138,152
8947,6393,6269.9,6138,141
8948,6282,6269.6,6138,144
8949,6236,6270.84,6138,128
8950,6257,6271.36,6138,140
8951,6250,6272.04,6138,137
8952,6195,6268.36,6138,142
8953,6284,6267.32,6138,141
8954,6378,6270.64,6138,142
8955,6386,6271.5,6138,143
8956,6278,6269.2,6138,150
8957,6279,6267.02,6138,136
8958,6283,6265.98,6138,142
8959,6389,6268.28,6138,126
8960,6163,6267.7,6138,137
8961,6246,6266.68,6138,150
8962,6281,6264.96,6138,143
8963,6208,6265.24,6138,155
8964,6323,6264.4,6138,143
8965,6300,6266.28,6138,136
8966,6320,6269.02,6138,137
8967,6276,6268.56,6138,142
8968,6218,6268.2,6138,154
8969,6274,6268.9,6138,155
8970,6218,6267.98,6138,148
8971,6242,6266.74,6138,146
8972,6179,6265.9,6138,140
8973,6243,6265.56,6138,150
8974,6296,6268.44,6138,131
8975,6154,6265.92,6138,142
8976,6261,6267.18,6138,141
8977,6345,6269.22,6138,139
8978,6259,6267.92,6138,133
8979,6219,6266.64,6138,144
8980,6305,6267.62,6138,144
8981,6277,6268.04,6138,155
8982,6188,6266.42,6138,141
8983,6244,6266.38,6138,143
8984,6289,6268.08,6138,144
8985,6297,6268.78,6138,138
8986,6208,6267.74,6138,143
8987,6209,6267.2,6138,131
8988,6420,6267.88,6138,149
8989,6240,6266.48,6138,146
8990,6242,6266.24,6138,138
8991,6288,6267.18,6138,153
8992,6309,6267.8,6138,138
8993,6224,6266.96,6138,139
8994,6197,6266.24,6138,151
8995,6279,6266.82,6138,139
8996,6187,6266.36,6138,144
8997,6306,6264.62,6138,135
8998,6219,6263.36,6138,138
8999,6308,6264.8,6138,140
9000,6326,6266.18,6138,137
9001,6368,6268.54,6138,144
9002,6262,6269.88,6138,139
9003,6275,6269.7,6138,137
9004,6326,6268.66,6138,146
9005,6209,6265.12,6138,151
9006,6162,6262.8,6138,151
9007,6280,6262.82,6138,140
9008,6318,6263.52,6138,135
9009,6237,6260.48,6138,139
9010,6231,6261.84,6138,149
9011,6210,6261.12,6138,136
9012,6303,6261.56,6138,144
9013,6327,6263.94,6138,146
9014,6207,6261.62,6138,132
9015,6203,6259.68,6138,146
9016,6227,6257.82,6138,140
9017,6270,6257.7,6138,147
9018,6318,6259.7,6138,151
9019,6298,6260.18,6138,147
9020,6317,6262.16,6138,150
9021,6243,6262.18,6138,143
9022,6332,6265.24,6138,136
9023,6264,6265.66,6138,142
9024,6286,6265.46,6138,145
9025,6178,6265.94,6138,137
9026,6220,6265.12,6138,146
9027,6271,6263.64,6138,146
9028,6268,6263.82,6138,133
9029,6218,6263.8,6138,140
9030,6292,6263.54,6138,139
9031,6288,6263.76,6138,136
9032,6359,6267.18,6138,148
9033,6301,6268.32,6138,146
9034,6233,6267.2,6138,142
9035,6334,6267.94,6138,143
9036,6322,6270.22,6138,133
9037,6223,6270.5,6138,144
9038,6285,6267.8,6138,145
9039,6314,6269.28,6138,135
9040,6268,6269.8,6138,152
9041,6255,6269.14,6138,145
9042,6342,6269.8,6138,136
9043,6290,6271.12,6138,142
9044,6212,6271.42,6138,142
9045,6168,6269.2,6138,145
9046,6258,6270.62,6138,142
9047,6264,6269.78,6138,144
9048,6275,6270.9,6138,149
9049,6161,6267.96,6138,138
9050,6286,6267.16,6138,152
9051,6289,6265.58,6138,147
9052,6187,6264.08,6138,147
9053,6250,6263.58,6138,143
9054,6292,6262.9,6138,132
9055,6245,6263.62,6138,147
9056,6200,6264.38,6138,144
9057,6372,6266.22,6138,145
9058,6288,6265.62,6138,142
9059,6178,6264.44,6138,140
9060,6312,6266.06,6138,128
9061,6214,6266.14,6138,141
9062,6328,6266.64,6138,155
9063,6280,6265.7,6138,135
9064,6297,6267.5,6138,137
9065,6359,6270.62,6138,141
9066,6199,6270.06,6138,134
9067,6278,6270.22,6138,130
9068,6214,6268.14,6138,133
9069,6229,6266.76,6138,149
9070,6216,6264.74,6138,146
9071,6280,6265.48,6138,144
9072,6280,6264.44,6138,131
9073,6320,6265.56,6138,145
9074,6313,6266.1,6138,144
9075,6371,6269.96,6138,146
9076,6295,6271.46,6138,147
9077,6238,6270.8,6138,149
9078,6268,6270.8,6138,140
9079,6405,6274.54,6138,152
9080,6189,6272.48,6138,151
9081,6288,6272.48,6138,141
9082,6272,6270.74,6138,147
9083,6202,6268.76,6138,153
9084,6222,6268.54,6138,140
9085,6234,6266.54,6138,136
9086,6382,6267.74,6138,126
9087,6208,6267.44,6138,142
9088,6281,6267.36,6138,145
9089,6239,6265.86,6138,147
9090,6247,6265.44,6138,150
9091,6135,6263.04,6135,144
9092,6378,6263.76,6135,143
9093,6231,6262.58,6135,151
9094,6307,6264.48,6135,148
9095,6242,6265.96,6135,147
9096,6304,6266.88,6135,137
9097,6370,6269,6135,149
9098,6324,6269.98,6135,130
9099,6258,6271.92,6135,146
9100,6228,6270.76,6135,129
9101,6222,6269.42,6135,137
9102,6355,6272.78,6135,148
9103,6240,6272.58,6135,146
9104,6231,6271.36,6135,143
9105,6275,6271.96,6135,138
9106,6360,6275.16,6135,127
9107,6293,6273.58,6135,138
9108,6195,6271.72,6135,139
9109,6191,6271.98,6135,132
9110,6255,6270.84,6135,146
9111,6338,6273.32,6135,136
9112,6287,6272.5,6135,138
9113,6199,6270.88,6135,133
9114,6221,6269.36,6135,131
9115,6208,6266.34,6135,142
9116,6258,6267.52,6135,135
9117,6282,6267.6,6135,149
9118,6352,6270.36,6135,144
9119,6262,6271.02,6135,149
9120,6247,6271.64,6135,142
9121,6333,6272.7,6135,146
9122,6320,6273.5,6135,142
9123,6231,6271.72,6135,140
9124,6307,6271.6,6135,140
9125,6257,6269.32,6135,139
9126,6247,6268.36,6135,131
9127,6219,6267.98,6135,146
9128,6304,6268.7,6135,139
9129,6318,6266.96,6135,136
9130,6388,6270.94,6135,130
9131,6199,6269.16,6135,134
9132,6247,6268.66,6135,124
9133,6218,6268.98,6135,143
9134,6229,6269.12,6135,140
9135,6211,6268.66,6135,151
9136,6250,6266.02,6135,145
9137,6337,6268.6,6135,144
9138,6235,6267.68,6135,140
9139,6384,6270.58,6135,137
9140,6236,6270.36,6135,142
9141,6281,6273.28,6135,140
9142,6132,6268.36,6132,134
9143,6296,6269.66,6132,134
9144,6217,6267.86,6132,144
9145,6352,6270.06,6132,151
9146,6248,6268.94,6132,136
9147,6270,6266.94,6132,139
9148,6218,6264.82,6132,160
9149,6261,6264.88,6132,141
9150,6230,6264.92,6132,139
9151,6222,6264.92,6132,132
9152,6231,6262.44,6132,142
9153,6335,6264.34,6132,139
9154,6278,6265.28,6132,143
9155,6258,6264.94,6132,145
9156,6208,6261.9,6132,146
9157,6350,6263.04,6132,143
9158,6281,6264.76,6132,144
9159,6235,6265.64,6132,143
9160,6297,6266.48,6132,139
9161,6274,6265.2,6132,139
9162,6235,6264.16,6132,137
9163,6263,6265.44,6132,133
9164,6255,6266.12,6132,148
9165,6214,6266.24,6132,142
9166,6222,6265.52,6132,149
9167,6330,6266.48,6132,143
9168,6266,6264.76,6132,144
9169,6220,6263.92,6132,143
9170,6265,6264.28,6132,136
9171,6210,6261.82,6132,143
9172,6263,6260.68,6132,145
9173,6414,6264.34,6132,139
9174,6327,6264.74,6132,152
9175,6193,6263.46,6132,145
9176,6221,6262.94,6132,154
9177,6196,6262.48,6132,143
9178,6224,6260.88,6132,146
9179,6193,6258.38,6132,139
9180,6297,6256.56,6132,150
9181,6318,6258.94,6132,127
9182,6319,6260.38,6132,143
9183,6284,6261.7,6132,151
9184,6250,6262.12,6132,130
9185,6261,6263.12,6132,137
9186,6331,6264.74,6132,121
9187,6222,6262.44,6132,141
9188,6264,6263.02,6132,137
9189,6247,6260.28,6132,150
9190,6162,6258.8,6132,141
9191,6261,6258.4,6132,141
9192,6390,6263.56,6132,145
9193,6279,6263.22,6132,148
9194,6286,6264.6,6132,144
